,iso6393,language,languageLabel,nativeSpeakers,totalSpeakers,ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Level,Countries,Family_ID,Language_ID_x,Closest_ISO369P3code,First_Year_Of_Documentation,Last_Year_Of_Documentation,Is_Isolate,Language_ID_y,classification,path,top_family_id,first_subfamily_id,top_family,top_family_level,first_subfamily,first_subfamily_level,mainScript
58,tzm,http://www.wikidata.org/entity/Q49741,Central Atlas Tamazight,17000000,,cent2194,Central Moroccan Berber,Africa,32.7415,-2.40872,cent2194,tzm,language,DZ;MA,afro1255,,tzm,,,False,cent2194,afro1255/berb1260/kaby1244/atla1275,"['afro1255', 'berb1260', 'kaby1244', 'atla1275']",afro1255,berb1260,Afro-Asiatic,family,Berber,family,Latn
59,khm,http://www.wikidata.org/entity/Q9205,Khmer,16600000,,cent1989,Central Khmer,Eurasia,12.0515,105.015,cent1989,khm,language,KH;LA;TH;VN,aust1305,,khm,,,False,cent1989,aust1305/khme1253,"['aust1305', 'khme1253']",aust1305,khme1253,Austroasiatic,family,Khmeric,family,
60,hne,http://www.wikidata.org/entity/Q33158,Chhattisgarhi,16300000,,chha1249,Chhattisgarhi,Eurasia,20.3601,82.0483,chha1249,hne,language,IN,indo1319,,hne,,,False,chha1249,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/east2726,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'east2726']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
61,som,http://www.wikidata.org/entity/Q13275,Somali,16200000,,soma1255,Somali,Africa,4.778704,45.152856,soma1255,som,language,DJ;ET;KE;SO,afro1255,,som,,,False,soma1255,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653,"['afro1255', 'cush1243', 'east2699', 'lowl1267', 'sout3055', 'main1283', 'omot1245', 'east2653']",afro1255,cush1243,Afro-Asiatic,family,Cushitic,family,
62,swh,http://www.wikidata.org/entity/Q3197533,Kiswahili,16010110,,swah1253,Swahili,Africa,-8.25605,37.624,swah1253,swh,language,BI;KE;MZ;RW;SO;TZ;UG,atla1278,,swh,,,False,swah1253,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/saba1282/swah1254/momb1256,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'nort3209', 'coas1317', 'saba1282', 'swah1254', 'momb1256']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
63,ceb,http://www.wikidata.org/entity/Q33239,Cebuano,15900000,,cebu1242,Cebuano,Papunesia,8.38799,124.367,cebu1242,ceb,language,PH,aust1307,,ceb,,,False,cebu1242,aust1307/mala1545/grea1284/cent2246/bisa1268,"['aust1307', 'mala1545', 'grea1284', 'cent2246', 'bisa1268']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
64,acm,http://www.wikidata.org/entity/Q56232,Iraqi Arabic,15700000,,meso1252,Gilit Mesopotamian Arabic,Eurasia,33.8178,43.1095,meso1252,acm,language,IQ;IR;JO;SY;TR,afro1255,,acm,,,False,meso1252,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/east2729,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'east2729']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
65,asm,http://www.wikidata.org/entity/Q29401,Assamese,15300000,,assa1263,Assamese,Eurasia,26.0876,91.2932,assa1263,asm,language,BD;BT;IN,indo1319,,asm,,,False,assa1263,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1323/oriy1254/gaud1237/kamt1240/assa1262,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1323', 'oriy1254', 'gaud1237', 'kamt1240', 'assa1262']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
66,sin,http://www.wikidata.org/entity/Q13267,Sinhala,15300000,,sinh1246,Sinhala,Eurasia,8.0,81.0,sinh1246,sin,language,LK,indo1319,,sin,,,False,sinh1246,indo1319/clas1257/indo1320/indo1321/midd1375/sinh1245/sinh1247,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'sinh1245', 'sinh1247']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
67,tts,http://www.wikidata.org/entity/Q33417,Isan,15000000,,nort2741,Northeastern Thai,Eurasia,16.03,103.67,nort2741,tts,language,KH;LA;TH,taik1256,,tts,,,False,nort2741,taik1256/kamt1241/daic1238/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235/laot1235/sako1234,"['taik1256', 'kamt1241', 'daic1238', 'daic1237', 'cent2251', 'wenm1239', 'sapa1255', 'sout3184', 'sput1235', 'laot1235', 'sako1234']",taik1256,kamt1241,Tai-Kadai,family,Kam-Tai,family,Thai
68,mad,http://www.wikidata.org/entity/Q36213,Madurese,15000000,,nucl1460,Madurese,Papunesia,-7.0,113.0,nucl1460,mad,language,ID,aust1307,,mad,,,False,nucl1460,aust1307/mala1545/madu1247,"['aust1307', 'mala1545', 'madu1247']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
69,ell,http://www.wikidata.org/entity/Q36510,Modern Greek,15000000,,mode1248,Modern Greek,Eurasia,38.36,23.13,mode1248,ell,language,AL;BG;CY;EG;GR;IT;MK;RO;TR;UA,indo1319,,ell,,,False,mode1248,indo1319/clas1257/grae1234/gree1276/east2798/cent2404/koin1234/mode1266/nucl1783,"['indo1319', 'clas1257', 'grae1234', 'gree1276', 'east2798', 'cent2404', 'koin1234', 'mode1266', 'nucl1783']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
70,kmr,http://www.wikidata.org/entity/Q36163,Kurmanji,14600000,,nort2641,Northern Kurdish,Eurasia,37.0,43.0,nort2641,kmr,language,AM;AZ;IQ;IR;JO;KW;SY;TM;TR,indo1319,,kmr,,,False,nort2641,indo1319/clas1257/indo1320/iran1271/iran1269/cent2317/cent2318/nort3177/laki1246/kurd1259,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'cent2317', 'cent2318', 'nort3177', 'laki1246', 'kurd1259']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
71,fuv,http://www.wikidata.org/entity/Q36129,Nigerian Fulfulde,14500000,,nige1253,Hausa States Fulfulde,Africa,10.9972,11.1188,nige1253,fuv,language,CM;NG;TD,atla1278,,fuv,,,False,nige1253,atla1278/nort3146/peul1234/fula1264/fula1265,"['atla1278', 'nort3146', 'peul1234', 'fula1264', 'fula1265']",atla1278,nort3146,Atlantic-Congo,family,North-Central Atlantic,family,Latn
72,bar,http://www.wikidata.org/entity/Q29540,Bavarian,14100000,,bava1246,Bavarian,Eurasia,47.9232,13.246,bava1246,bar,language,AT;CH;CZ;DE;IT;RO;SI,indo1319,,bar,,,False,bava1246,indo1319/clas1257/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/baye1239,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'high1286', 'midd1349', 'mode1258', 'baye1239']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
73,bgc,http://www.wikidata.org/entity/Q33410,Haryanvi,14000000,,hary1238,Haryanvi,Eurasia,29.0166,76.0432,hary1238,bgc,language,IN,indo1319,,bgc,,,False,hary1238,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/indo1322/west2812/hary1239,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'indo1322', 'west2812', 'hary1239']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
74,tgk,http://www.wikidata.org/entity/Q9260,Tajik,14000000,,taji1245,Tajik,Eurasia,38.8213,68.5549,taji1245,tgk,language,AF;CN;KG;TJ;UZ,indo1319,,tgk,,,False,taji1245,indo1319/clas1257/indo1320/iran1271/iran1269/sout3157/midd1352/mode1259/fars1254/fars1255/east2745/taji1250,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'sout3157', 'midd1352', 'mode1259', 'fars1254', 'fars1255', 'east2745', 'taji1250']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
75,syl,http://www.wikidata.org/entity/Q2044560,Sylheti,13980000,,sylh1242,Sylheti,Eurasia,24.83724,92.25347,sylh1242,syl,language,BD;IN;MM,indo1319,,syl,,,False,sylh1242,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1323/oriy1254/gaud1237/gaud1238/east2744,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1323', 'oriy1254', 'gaud1237', 'gaud1238', 'east2744']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Beng
76,azb,http://www.wikidata.org/entity/Q3449805,South Azerbaijani,13800000,,sout2697,South Azerbaijani,Eurasia,36.5137,48.4302,sout2697,azb,language,AF;AZ;IQ;IR;TR,turk1311,,azb,,,False,sout2697,turk1311/comm1245/oghu1243/nucl1769/azer1255,"['turk1311', 'comm1245', 'oghu1243', 'nucl1769', 'azer1255']",turk1311,comm1245,Turkic,family,Common Turkic,family,Arab
77,ctg,http://www.wikidata.org/entity/Q33173,Chittagonian,13000000,,chit1275,Chittagonian,Eurasia,20.831,93.1695,chit1275,ctg,language,BD,indo1319,,ctg,,,False,chit1275,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/indo1323/oriy1254/gaud1237/gaud1238/sout3182,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'indo1323', 'oriy1254', 'gaud1237', 'gaud1238', 'sout3182']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Beng
78,kaz,http://www.wikidata.org/entity/Q9252,Kazakh,12900000,,kaza1248,Kazakh,Eurasia,51.17,71.454,kaza1248,kaz,language,AF;CN;IR;KG;KZ;MN;RU;TJ;TM;UZ,turk1311,,kaz,,,False,kaza1248,turk1311/comm1245/kipc1240/kipc1239/sout3396/sout2701,"['turk1311', 'comm1245', 'kipc1240', 'kipc1239', 'sout3396', 'sout2701']",turk1311,comm1245,Turkic,family,Common Turkic,family,
79,hun,http://www.wikidata.org/entity/Q9067,Hungarian,12600000,,hung1274,Hungarian,Eurasia,46.9068585714,19.6555271429,hung1274,hun,language,AT;HR;HU;RO;RS;SI;SK;UA,ural1272,,hun,,,False,hung1274,ural1272/hung1287,"['ural1272', 'hung1287']",ural1272,hung1287,Uralic,family,Hungaric,family,
80,zul,http://www.wikidata.org/entity/Q10179,Zulu,12100000,,zulu1248,Zulu,Africa,-28.9,30.2,zulu1248,zul,language,BW;LS;MZ;SZ;ZA,atla1278,,zul,,,False,zulu1248,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3387/nucl1826/dims1234/ngun1280/ngun1276/nucl1827/ngun1267,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sout3387', 'nucl1826', 'dims1234', 'ngun1280', 'ngun1276', 'nucl1827', 'ngun1267']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
81,kin,http://www.wikidata.org/entity/Q33573,Kinyarwanda,12100000,,kiny1244,Kinyarwanda,Africa,-1.56771,29.6441,kiny1244,kin,language,BI;CD;RW;TZ;UG,atla1278,,kin,,,False,kiny1244,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/west2842/kivu1239/rwan1241,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'grea1289', 'west2842', 'kivu1239', 'rwan1241']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
82,nya,http://www.wikidata.org/entity/Q33273,Chewa,12000000,,nyan1308,Nyanja,Africa,-14.8047,32.8108,nyan1308,nya,language,MW;MZ;SZ;TZ;ZM;ZW,atla1278,,nya,,,False,nyan1308,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253/sena1271/nyan1319,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'tumb1253', 'sena1271', 'nyan1319']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
83,aeb,http://www.wikidata.org/entity/Q56240,Tunisian Arabic,11600000,,tuni1259,Tunisian Arabic,Africa;Eurasia,33.7966,9.56156,tuni1259,aeb,language,DZ;LY;TN,afro1255,,aeb,,,False,tuni1259,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/west3017/magh1239/malt1259,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'nort3191', 'west3017', 'magh1239', 'malt1259']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
84,ayn,http://www.wikidata.org/entity/Q56578,Sanʽani Arabic,11400000,,sana1295,Sanaani Arabic,Eurasia,15.6552,44.8412,sana1295,ayn,language,SA;YE,afro1255,,ayn,,,False,sana1295,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393/jude1277,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'arab1393', 'jude1277']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
85,mnp,http://www.wikidata.org/entity/Q36457,Northern Min,11000000,,minb1236,Min Bei Chinese,Eurasia,27.05,118.32,minb1236,mnp,language,CN,sino1245,,mnp,,,False,minb1236,sino1245/sini1245/minn1248/inla1267/minb1244,"['sino1245', 'sini1245', 'minn1248', 'inla1267', 'minb1244']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Latn
86,aka,http://www.wikidata.org/entity/Q28026,Akan,11000000,,akan1250,Akan,Africa,6.34756,-1.33254,akan1250,aka,language,GH;TG,atla1278,,aka,,,False,akan1250,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251,"['atla1278', 'volt1241', 'kwav1236', 'nyoa1234', 'poto1254', 'tano1248', 'cent2262', 'akan1251']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
87,pbt,http://www.wikidata.org/entity/Q16112855,Southern Pashto,10900000,,sout2649,Southern Pashto,Eurasia,31.5,65.7,sout2649,pbt,language,AF;IR;PK;TJ;TM,indo1319,,pbt,,,False,sout2649,indo1319/clas1257/indo1320/iran1271/iran1269/pash1269/nucl1276,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'pash1269', 'nucl1276']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
88,run,http://www.wikidata.org/entity/Q33583,Kirundi,10800000,,rund1242,Rundi,Africa,-2.94,29.97,rund1242,run,language,BI;CD;RW;TZ;UG,atla1278,,run,,,False,rund1242,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/grea1289/west2842/kivu1239/rwan1241/rund1244,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'grea1289', 'west2842', 'kivu1239', 'rwan1241', 'rund1244']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
89,ces,http://www.wikidata.org/entity/Q9056,Czech,10700000,,czec1258,Czech,Eurasia,49.873398,15.10437,czec1258,ces,language,AT;CZ;PL;SK,indo1319,,ces,,,False,czec1258,indo1319/clas1257/balt1263/slav1255/west2792/czec1260,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'west2792', 'czec1260']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
90,acq,http://www.wikidata.org/entity/Q56579,Taʽizzi-Adeni Arabic,10500000,,taiz1242,Ta'izzi-Adeni Arabic,Eurasia,13.6555,45.6411,taiz1242,acq,language,ER;SA;YE,afro1255,,acq,,,False,taiz1242,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/arab1393,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'arab1394', 'arab1395', 'arab1393']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Arab
91,uig,http://www.wikidata.org/entity/Q13263,Uyghur,10400000,,uigh1240,Uighur,Eurasia,43.88,87.38,uigh1240,uig,language,CN;IN;KG;KZ;MN;PK;UZ,turk1311,,uig,,,False,uigh1240,turk1311/comm1245/kipc1240/uygh1241/uygh1240/uigh1243,"['turk1311', 'comm1245', 'kipc1240', 'uygh1241', 'uygh1240', 'uigh1243']",turk1311,comm1245,Turkic,family,Common Turkic,family,
92,cdo,http://www.wikidata.org/entity/Q36455,Eastern Min,10300000,,mind1253,Min Dong Chinese,Eurasia,26.0,119.5,mind1253,cdo,language,CN,sino1245,,cdo,,,False,mind1253,sino1245/sini1245/minn1248/coas1318,"['sino1245', 'sini1245', 'minn1248', 'coas1318']",sino1245,sini1245,Sino-Tibetan,family,Sinitic,family,Hans
93,gsw,http://www.wikidata.org/entity/Q131339,Alemannic,10000000,,swis1247,Central Alemannic,Eurasia,47.0516,8.46419,swis1247,gsw,language,AT;CH;DE;FR;IT;LI,indo1319,,gsw,,,False,swis1247,indo1319/clas1257/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/alem1243/sout3294,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'high1286', 'midd1349', 'mode1258', 'alem1243', 'sout3294']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
94,mup,http://www.wikidata.org/entity/Q33413,Malvi,10000000,,malv1243,Malvi,Eurasia,23.488,75.562,malv1243,mup,language,IN,indo1319,,mup,,,False,malv1243,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/bhil1254,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'bhil1254']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
95,prs,http://www.wikidata.org/entity/Q178440,Dari,9600000,,dari1249,Dari,Eurasia,34.39757,66.14961,dari1249,prs,language,AF;IR;PK;TJ;TM,indo1319,,prs,,,False,dari1249,indo1319/clas1257/indo1320/iran1271/iran1269/sout3157/midd1352/mode1259/fars1254/fars1255/east2745,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'sout3157', 'midd1352', 'mode1259', 'fars1254', 'fars1255', 'east2745']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
96,hat,http://www.wikidata.org/entity/Q33491,Haitian Creole,9600000,,hait1244,Haitian,North America,18.795135,-72.136115,hait1244,hat,language,DO;HT,indo1319,,hat,,,False,hait1244,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'nort3208', 'gall1280', 'oila1234', 'cent2283', 'macr1273', 'circ1240']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
97,dhd,http://www.wikidata.org/entity/Q633359,Dhundari,9600000,,dhun1238,Dhundari,Eurasia,26.473,76.198,dhun1238,dhd,language,IN,indo1319,,dhd,,,False,dhun1238,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/apab1234/guja1255/raja1256/east2890,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'apab1234', 'guja1255', 'raja1256', 'east2890']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
98,heb,http://www.wikidata.org/entity/Q9288,Hebrew,9303950,,hebr1245,Modern Hebrew,Eurasia,31.1056,35.0179,hebr1245,heb,language,IL;JO;LB;PS;SY,afro1255,,heb,,,False,hebr1245,afro1255/semi1276/west2786/cent2236/nort3165/cana1267/hebr1246,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'nort3165', 'cana1267', 'hebr1246']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,
99,knc,http://www.wikidata.org/entity/Q15637215,Central Kanuri,9270000,,cent2050,Central Kanuri,Africa,11.8,13.13,cent2050,knc,language,CM;NE;NG;SD;TD,saha1256,,knc,,,False,cent2050,saha1256/west2505/kanu1279/kanu1281/east2718,"['saha1256', 'west2505', 'kanu1279', 'kanu1281', 'east2718']",saha1256,west2505,Saharan,family,Western Saharan,family,
100,azj,http://www.wikidata.org/entity/Q3515311,North Azerbaijani,9220610,,nort2697,North Azerbaijani,Eurasia,40.97768,46.4737,nort2697,azj,language,AM;AZ;GE;IR;RU;TR,turk1311,,azj,,,False,nort2697,turk1311/comm1245/oghu1243/nucl1769/azer1255,"['turk1311', 'comm1245', 'oghu1243', 'nucl1769', 'azer1255']",turk1311,comm1245,Turkic,family,Common Turkic,family,
101,ilo,http://www.wikidata.org/entity/Q35936,Ilocano,9100000,,ilok1237,Iloko,Papunesia,15.9361,120.993,ilok1237,ilo,language,PH,aust1307,,ilo,,,False,ilok1237,aust1307/mala1545/nort3238,"['aust1307', 'mala1545', 'nort3238']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
102,bul,http://www.wikidata.org/entity/Q7918,Bulgarian,9000000,,bulg1262,Bulgarian,Eurasia,43.3646,25.047,bulg1262,bul,language,BG;GR;MD;MK;RO;RS;TR;UA,indo1319,,bul,,,False,bulg1262,indo1319/clas1257/balt1263/slav1255/sout3147/east2269/mace1252,"['indo1319', 'clas1257', 'balt1263', 'slav1255', 'sout3147', 'east2269', 'mace1252']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
103,sna,http://www.wikidata.org/entity/Q34004,Shona,8300000,,shon1251,Shona,Africa,-17.20849,29.75725,shon1251,sna,language,BW;ZA;ZM;ZW,atla1278,,sna,,,False,shon1251,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3387/shon1250/core1255/plat1259/cent2310,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sout3387', 'shon1250', 'core1255', 'plat1259', 'cent2310']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
104,hil,http://www.wikidata.org/entity/Q35978,Hiligaynon,8200000,,hili1240,Hiligaynon,Papunesia,10.4018,122.974,hili1240,hil,language,PH,aust1307,,hil,,,False,hili1240,aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/capi1240,"['aust1307', 'mala1545', 'grea1284', 'cent2246', 'bisa1268', 'cent2263', 'peri1261', 'capi1240']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
105,xho,http://www.wikidata.org/entity/Q13218,Xhosa,8177300,,xhos1239,Xhosa,Africa,-31.0389,28.0769,xhos1239,xho,language,BW;LS;ZA,atla1278,,xho,,,False,xhos1239,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3387/nucl1826/dims1234/ngun1280/ngun1276/nucl1827/ngun1267,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sout3387', 'nucl1826', 'dims1234', 'ngun1280', 'ngun1276', 'nucl1827', 'ngun1267']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
106,bfy,http://www.wikidata.org/entity/Q2356364,Bagheli,8000000,,bagh1251,Bagheli,Eurasia,24.6837,87.4994,bagh1251,bfy,language,IN;NP,indo1319,,bfy,,,False,bagh1251,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/east2726/awad1245,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'east2726', 'awad1245']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
107,shi,http://www.wikidata.org/entity/Q34152,Tashelhit,8000000,,tach1250,Tachelhit,Africa,29.7854,-7.77879,tach1250,shi,language,DZ;MA,afro1255,,shi,,,False,tach1250,afro1255/berb1260/kaby1244/atla1275,"['afro1255', 'berb1260', 'kaby1244', 'atla1275']",afro1255,berb1260,Afro-Asiatic,family,Berber,family,Tfng
